Title,US_Gross,Worldwide_Gross,Production_Budget,Release_Date,MPAA_Rating,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,Normalized_Release_Date
Renaissance Man,24172899,24172899,40000000,3-Jun-94,PG-13,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Penny Marshall,0,5.9,7650,03-06-1994
Rendition,9736045,20437142,27500000,19-Oct-07,R,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Gavin Hood,46,6.9,23223,19-10-2007
Reno 911!: Miami,20342161,20342161,10000000,23-Feb-07,R,20th Century Fox,Based on TV,Comedy,Contemporary Fiction,,35,5.8,15684,23-02-2007
Rent,29077547,31670620,40000000,23-Nov-05,PG-13,Sony Pictures,Based on Musical/Opera,Musical,Historical Fiction,Chris Columbus,47,6.9,22605,23-11-2005
Repo Man,2300000,2300000,1500000,2-Mar-84,,Universal,Original Screenplay,Comedy,Science Fiction,,97,6.7,12438,02-03-1984
Requiem for a Dream,3635482,7390108,4500000,6-Oct-00,Open,Artisan,Based on Book/Short Story,Drama,Contemporary Fiction,Darren Aronofsky,78,8.5,185226,06-10-2000
Rescue Dawn,5490423,7037886,10000000,4-Jul-07,PG-13,MGM,Based on Real Life Events,Action,Historical Fiction,Werner Herzog,0,7.5,37764,04-07-2007
Reservoir Dogs,2832029,2832029,1200000,23-Oct-92,R,Miramax,,,,Quentin Tarantino,96,8.4,212985,23-10-1992
Resident Evil,40119709,103787401,35000000,15-Mar-02,R,Sony Pictures,Based on Game,Horror,Science Fiction,Paul Anderson,34,6.4,68342,15-03-2002
Resident Evil: Afterlife 3D,46368993,149568993,57500000,10-Sep-10,R,Sony/Screen Gems,Based on Game,Horror,Science Fiction,Paul Anderson,0,0.0,0,10-09-2010
Resident Evil: Apocalypse,50740078,128940078,50000000,10-Sep-04,R,Sony Pictures,Based on Game,Horror,Science Fiction,,0,5.8,52753,10-09-2004
Resident Evil: Extinction,50648679,146162920,45000000,21-Sep-07,R,Sony/Screen Gems,Based on Game,Action,Science Fiction,Russell Mulcahy,22,6.2,49502,21-09-2007
Restless,0,0,15000000,28-Jan-11,,Sony Pictures,,,,,0,6.7,300,28-01-2011
Restoration,4100000,4100000,18000000,29-Dec-95,R,Miramax,Based on Book/Short Story,Drama,Historical Fiction,,0,6.5,4024,29-12-1995
Return of the Living Dead Part II,9205924,9205924,6200000,15-Jan-88,,Lorimar Motion Pictures,,Horror,Fantasy,,0,5.1,4661,15-01-1988
Return to Me,32662299,32662299,24000000,7-Apr-00,PG,MGM,Original Screenplay,Romantic Comedy,Contemporary Fiction,,61,6.6,9565,07-04-2000
Return to Oz,10618813,10618813,27000000,21-Jun-85,,Walt Disney Pictures,Based on Book/Short Story,Adventure,Fantasy,,55,6.7,7491,21-06-1985
Return to the Blue Lagoon,2000000,2000000,11000000,1991-01-01,,,,,,,0,4.3,4632,01-01-1991
Return to the Land of Wonders,1338,1338,5000,13-Jul-05,Not Rated,Arab Film Distribution,,Documentary,Factual,,0,8.5,35,13-07-2005
Revolution#9,9118,9118,350000,15-Nov-02,,,,Thriller/Suspense,,,0,7.3,252,15-11-2002
Revolutionary Road,22911480,76989671,35000000,26-Dec-08,R,Paramount Vantage,Based on Book/Short Story,Drama,Historical Fiction,Sam Mendes,68,7.6,45887,26-12-2008
Richard III,2684904,4204857,9200000,29-Dec-95,R,MGM,Based on Play,Drama,Historical Fiction,,95,7.5,6625,29-12-1995
Ride With the Devil,630779,630779,35000000,24-Nov-99,R,USA Films,Based on Book/Short Story,Western,Historical Fiction,Ang Lee,63,6.4,1873,24-11-1999
Riding Giants,2276368,3216111,2600000,9-Jul-04,PG-13,Sony Pictures,Based on Real Life Events,Documentary,Factual,,93,7.7,2193,09-07-2004
Riding in Cars with Boys,29781453,29781453,47000000,19-Oct-01,PG-13,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Penny Marshall,48,6.2,11895,19-10-2001
Righteous Kill,40081410,76781410,60000000,12-Sep-08,R,Overture Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Jon Avnet,20,6.0,34641,12-09-2008
Rize,3278611,4462763,700000,24-Jun-05,PG-13,Lionsgate,Based on Real Life Events,Documentary,Factual,,0,6.8,2052,24-06-2005
Ri¢hie Ri¢h,38087756,38087756,40000000,21-Dec-94,PG,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Donald Petrie,25,4.7,12687,21-12-1994
Road House,30050028,30050028,10000000,19-May-89,,United Artists,Original Screenplay,Action,Contemporary Fiction,,44,5.8,14085,19-05-1989
Road Trip,68525609,119739110,16000000,19-May-00,R,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Todd Phillips,59,6.4,44702,19-05-2000
Roar,2000000,2000000,17000000,1981-01-01,,,,,,,0,5.9,228,01-01-1981
Rob Roy,31390587,31390587,28000000,7-Apr-95,R,MGM,Based on Real Life Events,Drama,Dramatization,Michael Caton-Jones,71,6.8,15630,07-04-1995
Robin Hood,105269730,310885538,210000000,14-May-10,PG-13,Universal,Traditional/Legend/Fairytale,Action,Historical Fiction,Ridley Scott,43,6.9,34501,14-05-2010
Robin Hood: Prince of Thieves,165493908,390500000,50000000,14-Jun-91,PG-13,Warner Bros.,Traditional/Legend/Fairytale,Adventure,Historical Fiction,Kevin Reynolds,56,6.7,54480,14-06-1991
Robin and Marian,8000000,8000000,5000000,11-Mar-76,,,,,,,68,6.5,4800,11-03-1976
RoboCop,53424681,53424681,13000000,17-Jul-87,,Orion Pictures,Original Screenplay,Action,Science Fiction,Paul Verhoeven,88,7.6,52898,17-07-1987
RoboCop 3,10696210,10696210,22000000,5-Nov-93,,Orion Pictures,Original Screenplay,Action,Science Fiction,,0,3.4,13310,05-11-1993
Robots,128200012,260700012,80000000,11-Mar-05,PG,20th Century Fox,Original Screenplay,Adventure,Kids Fiction,Chris Wedge,64,6.4,27361,11-03-2005
Rock Star,16991902,19317765,38000000,7-Sep-01,R,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Stephen Herek,52,5.8,15806,07-09-2001
Rockaway,0,0,2000000,7-Jul-07,R,Off-Hollywood Distribution,Original Screenplay,Drama,Contemporary Fiction,,0,4.2,232,07-07-2007
Rocket Singh: Salesman of the Year,164649,5348767,1070000,11-Dec-09,,Yash Raj Films,,,,,0,7.5,1436,11-12-2009
Rocky,117235147,225000000,1000000,21-Nov-76,,MGM,,,,John G. Avildsen,0,4.0,84,21-11-1976
Rocky Balboa,70269899,155720088,24000000,20-Dec-06,PG,MGM,,Drama,Contemporary Fiction,Sylvester Stallone,76,7.4,63717,20-12-2006
Roger & Me,6706368,6706368,140000,20-Dec-89,,Warner Bros.,Based on Real Life Events,Documentary,Factual,Michael Moore,100,7.5,14883,20-12-1989
Roll Bounce,17380866,17500866,10000000,23-Sep-05,PG-13,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Malcolm D. Lee,64,5.0,3167,23-09-2005
Rollerball,18990542,25852508,70000000,8-Feb-02,PG-13,MGM,Remake,Action,Science Fiction,John McTiernan,3,2.8,13827,08-02-2002
Romance and Cigarettes,551002,3231251,11000000,7-Sep-07,R,Borotoro,Original Screenplay,Comedy,Contemporary Fiction,John Turturro,0,6.2,5362,07-09-2007
Romeo Is Bleeding,3275585,3275585,10000000,4-Feb-94,R,Gramercy,Original Screenplay,Drama,Contemporary Fiction,,24,6.3,6537,04-02-1994
Romeo Must Die,55973336,91036760,25000000,22-Mar-00,R,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Andrzej Bartkowiak,33,5.9,25309,22-03-2000
Romeo+Juliet,46338728,147542381,14500000,1-Nov-96,PG-13,20th Century Fox,Based on Play,Drama,Contemporary Fiction,Baz Luhrmann,0,6.5,78,01-11-1996
Ronin,41610884,41610884,55000000,25-Sep-98,R,MGM,Original Screenplay,Action,Contemporary Fiction,John Frankenheimer,68,7.2,57484,25-09-1998
Rosemary's Baby,33395426,33395426,3200000,12-Jun-68,,,,,,Roman Polanski,98,8.1,50860,12-06-1968
Rounders,22921898,22921898,12000000,11-Sep-98,R,Miramax,Original Screenplay,Drama,Contemporary Fiction,John Dahl,64,7.3,45439,11-09-1998
Rugrats Go Wild,39402572,55443032,25000000,13-Jun-03,PG,Paramount Pictures,Based on TV,Adventure,Kids Fiction,,40,5.0,1847,13-06-2003
Rugrats in Paris,76501438,103284813,30000000,17-Nov-00,G,Paramount Pictures,Based on TV,Adventure,Kids Fiction,,0,0.0,0,17-11-2000
Rules of Engagement,61322858,71719931,60000000,7-Apr-00,R,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,William Friedkin,37,6.2,18462,07-04-2000
Rumble in the Bronx,32281907,36238752,7500000,23-Feb-96,R,New Line,Original Screenplay,Action,Contemporary Fiction,,0,0.0,0,23-02-1996
Run Lola Run,7267324,14533173,1750000,18-Jun-99,R,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Tom Tykwer,0,6.0,91,18-06-1999
Runaway Bride,152257509,308007919,70000000,30-Jul-99,PG,Paramount Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Garry Marshall,45,5.2,28497,30-07-1999
Running Scared,6855137,8345277,17000000,24-Feb-06,R,New Line,Original Screenplay,Action,Contemporary Fiction,,40,7.5,39447,24-02-2006
Running With Scissors,6775659,7213629,12000000,20-Oct-06,R,Sony Pictures,Based on Book/Short Story,Comedy,Dramatization,,30,6.0,12926,20-10-2006
Rush Hour,141186864,245300000,35000000,18-Sep-98,PG-13,New Line,Original Screenplay,Action,Contemporary Fiction,Brett Ratner,60,6.8,55248,18-09-1998
Rush Hour 2,226164286,347425832,90000000,3-Aug-01,PG-13,New Line,Original Screenplay,Action,Contemporary Fiction,Brett Ratner,51,6.4,52049,03-08-2001
Rush Hour 3,140125968,253025968,180000000,10-Aug-07,PG-13,New Line,Original Screenplay,Action,Contemporary Fiction,Brett Ratner,19,6.0,39312,10-08-2007
Rushmore,17105219,19080435,10000000,11-Dec-98,R,Walt Disney Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Wes Anderson,87,7.8,53192,11-12-1998
S.W.A.T.,116877597,198100000,70000000,8-Aug-03,PG-13,Sony Pictures,Based on TV,Action,Contemporary Fiction,,48,5.9,43260,08-08-2003
Sabrina,53458319,87100000,58000000,15-Dec-95,PG,Paramount Pictures,Remake,Romantic Comedy,Contemporary Fiction,Sydney Pollack,61,6.0,15749,15-12-1995
Safe Men,21210,21210,1000000,7-Aug-98,R,October Films,,,,,58,5.9,1743,07-08-1998
Sahara,68671925,121671925,145000000,8-Apr-05,PG-13,Paramount Pictures,Based on Book/Short Story,Adventure,Contemporary Fiction,,39,5.9,30739,08-04-2005
Saint Ralph,795126,795126,5200000,5-Aug-05,PG-13,Samuel Goldwyn Films,Original Screenplay,Comedy,Historical Fiction,,0,7.5,3492,05-08-2005
Saints and Soldiers,1310470,1310470,780000,6-Aug-04,PG-13,Excel Entertainment,Based on Real Life Events,Drama,Dramatization,Ryan Little,0,7.0,7581,06-08-2004
Salvador,1500000,1500000,4500000,23-Apr-86,,Hemdale,Original Screenplay,Drama,,,91,7.5,7797,23-04-1986
Sands of Iwo Jima,7800000,7800000,1000000,1949-01-01,,,,,,,100,7.1,4160,01-01-1949
Savage Grace,434417,968805,4600000,28-May-08,Not Rated,IFC Films,Based on Book/Short Story,Drama,Dramatization,,0,5.7,3838,28-05-2008
Save the Last Dance,91038276,131638276,13000000,12-Jan-01,PG-13,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,,53,5.9,20355,12-01-2001
Saved!,8886160,10102511,5000000,28-May-04,PG-13,MGM,Original Screenplay,Comedy,Contemporary Fiction,,0,7.0,22784,28-05-2004
Saving Grace,12178602,24325623,4000000,4-Aug-00,R,Fine Line,Original Screenplay,Comedy,Contemporary Fiction,,63,6.8,8543,04-08-2000
Saving Private Ryan,216335085,481635085,65000000,24-Jul-98,R,Dreamworks SKG,Original Screenplay,Drama,Historical Fiction,Steven Spielberg,91,8.5,270540,24-07-1998
Saving Silverman,19351569,19351569,22000000,9-Feb-01,R,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Dennis Dugan,0,5.6,18748,09-02-2001
Saw,55185045,103096345,1200000,29-Oct-04,R,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,,48,7.7,112785,29-10-2004
Saw II,87025093,152925093,5000000,28-Oct-05,R,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Darren Lynn Bousman,36,6.8,76530,28-10-2005
Saw III,80238724,163876815,10000000,27-Oct-06,R,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Darren Lynn Bousman,25,6.3,60784,27-10-2006
Saw IV,63300095,134528909,10000000,26-Oct-07,R,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Darren Lynn Bousman,17,6.0,44730,26-10-2007
Saw V,56746769,113146769,10800000,24-Oct-08,R,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,,13,5.7,31219,24-10-2008
Saw VI,27693292,61259697,11000000,23-Oct-09,R,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Kevin Greutert,42,6.2,18091,23-10-2009
Say It Isn't So,5516708,5516708,25000000,23-Mar-01,R,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,9,4.6,7736,23-03-2001
Say Uncle,5361,5361,2000000,23-Jun-06,R,TLA Releasing,Original Screenplay,Comedy,Contemporary Fiction,,0,5.7,431,23-06-2006
Scarface,44942821,44942821,25000000,9-Dec-83,Not Rated,Universal,Remake,Drama,Historical Fiction,Brian De Palma,88,8.2,152262,09-12-1983
Scary Movie,157019771,277200000,19000000,7-Jul-00,R,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,Keenen Ivory Wayans,53,6.0,68541,07-07-2000
Scary Movie 2,71277420,141189101,45000000,4-Jul-01,R,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,Keenen Ivory Wayans,14,4.7,43941,04-07-2001
Scary Movie 3,110000082,155200000,45000000,24-Oct-03,PG-13,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,David Zucker,37,5.4,42829,24-10-2003
Scary Movie 4,90710620,178710620,40000000,14-Apr-06,PG-13,Weinstein/Dimension,Original Screenplay,Comedy,Contemporary Fiction,David Zucker,37,5.0,39542,14-04-2006
Schindler's List,96067179,321200000,25000000,15-Dec-93,R,Universal,Based on Real Life Events,Drama,Dramatization,Steven Spielberg,97,8.9,276283,15-12-1993
School Daze,14545844,14545844,6000000,12-Feb-88,,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Spike Lee,58,5.3,2667,12-02-1988
School for Scoundrels,17807569,17807569,20000000,29-Sep-06,PG-13,MGM,Remake,Comedy,Contemporary Fiction,Todd Phillips,26,6.0,15536,29-09-2006
Scooby-Doo,153294164,276294164,84000000,14-Jun-02,PG,Warner Bros.,Based on TV,Comedy,Kids Fiction,Raja Gosnell,28,4.7,26018,14-06-2002
Scooby-Doo 2: Monsters Unleashed,84185387,181185387,25000000,26-Mar-04,PG,Warner Bros.,Based on TV,Comedy,Kids Fiction,Raja Gosnell,0,4.8,10749,26-03-2004
Scoop,10525717,39125717,4000000,28-Jul-06,PG-13,Focus/Rogue Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Woody Allen,39,6.8,30336,28-07-2006
Scott Pilgrim vs. The World,31167395,43149143,85000000,13-Aug-10,PG-13,Universal,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Edgar Wright,81,8.1,17461,13-08-2010
Scream,103046663,173046663,15000000,20-Dec-96,R,Miramax,Original Screenplay,Horror,Contemporary Fiction,Wes Craven,81,2.9,217,20-12-1996
Scream 2,101363301,101363301,24000000,12-Dec-97,R,Miramax,Original Screenplay,Horror,Contemporary Fiction,Wes Craven,80,5.9,48196,12-12-1997
Scream 3,89138076,161838076,40000000,4-Feb-00,R,Miramax,Original Screenplay,Horror,Contemporary Fiction,Wes Craven,38,5.3,38230,04-02-2000
Screwed,6982680,6982680,12000000,12-May-00,PG-13,Universal,Original Screenplay,Comedy,Contemporary Fiction,,13,5.1,4411,12-05-2000
Se jie,4604982,65696051,15000000,28-Sep-07,NC-17,Focus Features,Based on Book/Short Story,Drama,Historical Fiction,Ang Lee,0,7.6,15440,28-09-2007
Se7en,100125643,328125643,30000000,22-Sep-95,R,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David Fincher,0,8.7,278918,22-09-1995
Sea Rex 3D: Journey to a Prehistoric World,0,0,5000000,,,3D Entertainment,,,,,0,0.0,0,
Seabiscuit,120277854,148336445,86000000,25-Jul-03,PG-13,Universal,Based on Book/Short Story,Drama,Historical Fiction,Gary Ross,77,7.4,31033,25-07-2003
Secondhand Lions,42023715,47855342,30000000,19-Sep-03,PG,New Line,Original Screenplay,Drama,Historical Fiction,,60,7.5,19040,19-09-2003
Secret Window,47958031,92958031,40000000,12-Mar-04,PG-13,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Fantasy,David Koepp,46,6.5,53868,12-03-2004
"Secret, The",0,0,3500000,7-Nov-06,Not Rated,,,Documentary,,,0,0.0,0,07-11-2006
Secrets & Lies,13417292,13417292,4500000,28-Sep-96,R,October Films,Original Screenplay,Drama,Contemporary Fiction,Mike Leigh,94,7.9,14364,28-09-1996
See No Evil,15032800,15387513,8000000,19-May-06,R,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,,9,5.0,10035,19-05-2006
See Spot Run,33357476,43057552,16000000,2-Mar-01,PG,Warner Bros.,Original Screenplay,Comedy,Kids Fiction,,24,4.9,3673,02-03-2001
Seed of Chucky,17016190,24716190,29000000,12-Nov-04,R,Focus/Rogue Pictures,Original Screenplay,Horror,Contemporary Fiction,,32,5.1,9897,12-11-2004
Selena,35450113,35450113,20000000,21-Mar-97,PG,Warner Bros.,Based on Real Life Events,Drama,Dramatization,,63,6.3,7996,21-03-1997
Sense and Sensibility,42993774,134993774,16500000,11-Dec-95,PG,Sony Pictures,Based on Book/Short Story,Drama,Historical Fiction,Ang Lee,98,7.7,31279,11-12-1995
September Dawn,901857,901857,10100000,24-Aug-07,R,Black Diamond Pictures,Original Screenplay,Western,Historical Fiction,,13,5.5,1823,24-08-2007
Serendipity,50255310,75294136,28000000,5-Oct-01,PG-13,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,Peter Chelsom,58,6.6,32014,05-10-2001
Serenity,25514517,38514517,39000000,30-Sep-05,PG-13,Universal,Based on TV,Action,Science Fiction,Joss Whedon,81,8.0,106648,30-09-2005
Serial Mom,7881335,7881335,13000000,13-Apr-94,R,Savoy,Original Screenplay,Comedy,Contemporary Fiction,John Waters,61,6.4,10999,13-04-1994
Serving Sara,16930185,20146150,29000000,23-Aug-02,PG-13,Paramount Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,,5,5.0,7973,23-08-2002
Session 9,378176,1619602,1500000,10-Aug-01,R,,,,,Brad Anderson,60,6.8,14685,10-08-2001
Set It Off,36049108,36049108,9000000,6-Nov-96,R,New Line,Original Screenplay,Drama,Contemporary Fiction,F. Gary Gray,61,6.3,4570,06-11-1996
Seven Pounds,69951824,166617328,54000000,19-Dec-08,PG-13,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Gabriele Muccino,27,7.6,62718,19-12-2008
Seven Years in Tibet,37945884,131445884,70000000,10-Oct-97,PG-13,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Jean-Jacques Annaud,59,6.7,29020,10-10-1997
Sex Drive,8402485,10412485,19000000,17-Oct-08,R,Summit Entertainment,Based on Book/Short Story,Comedy,Contemporary Fiction,,46,6.8,26920,17-10-2008
Sex and the City,152647258,416047258,57500000,30-May-08,R,Warner Bros.,Based on TV,Comedy,Contemporary Fiction,,49,5.4,46837,30-05-2008
Sex and the City 2,95347692,288347692,95000000,27-May-10,R,Warner Bros.,Based on TV,Comedy,Contemporary Fiction,,15,3.9,13796,27-05-2010
Sex with Strangers,247740,247740,1100000,22-Feb-02,Not Rated,,Based on Real Life Events,Documentary,Factual,,39,5.0,151,22-02-2002
"Sex, Lies, and Videotape",24741667,36741667,1200000,4-Aug-89,,Miramax,,,,Steven Soderbergh,97,0.0,0,04-08-1989
Sexy Beast,6946056,6946056,4300000,13-Jun-01,R,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,,0,7.1,20916,13-06-2001
Sgt. Bilko,30356589,37956589,39000000,29-Mar-96,PG,Universal,Based on TV,Comedy,Contemporary Fiction,,33,5.2,9693,29-03-1996
Shade,22183,22183,6800000,9-Apr-04,R,,,,,,0,6.3,950,09-04-2004
Shadow Conspiracy,2154540,2154540,45000000,31-Jan-97,R,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,George P. Cosmatos,0,4.7,2427,31-01-1997
Shadow of the Vampire,8279017,8279017,8000000,29-Dec-00,R,Lionsgate,Original Screenplay,Drama,Historical Fiction,E. Elias Merhige,81,6.8,18221,29-12-2000
Shadowlands,25842377,25842377,22000000,29-Dec-93,R,Savoy,Based on Play,Drama,Dramatization,Sir Richard Attenborough,96,7.4,7689,29-12-1993
Shaft,70327868,107190108,53012938,16-Jun-00,R,Paramount Pictures,Remake,Action,Contemporary Fiction,John Singleton,68,5.9,32881,16-06-2000
Shakespeare in Love,100317794,279500000,26000000,11-Dec-98,R,Miramax,Original Screenplay,Romantic Comedy,Historical Fiction,John Madden,93,7.4,77911,11-12-1998
Shalako,2620000,2620000,1455000,1968-01-01,,,,,,,0,5.3,1090,01-01-1968
Shall We Dance?,57887882,118097882,40000000,15-Oct-04,PG-13,Miramax,Remake,Romantic Comedy,Contemporary Fiction,Peter Chelsom,0,7.6,2192,15-10-2004
Shallow Hal,70836296,70836296,40000000,9-Nov-01,PG-13,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Bobby Farrelly,50,6.0,35878,09-11-2001
Shanghai Knights,60470220,60470220,50000000,7-Feb-03,PG-13,Walt Disney Pictures,Original Screenplay,Adventure,Historical Fiction,David Dobkin,66,6.2,24893,07-02-2003
Shanghai Noon,56932305,71189835,55000000,26-May-00,PG-13,Walt Disney Pictures,Original Screenplay,Western,Historical Fiction,Tom Dey,78,6.6,32446,26-05-2000
Shanghai Surprise,2315000,2315000,17000000,29-Aug-86,,MGM,,,,,14,2.6,2591,29-08-1986
Shaolin Soccer,488872,42776032,10000000,2-Apr-04,PG-13,Miramax,Original Screenplay,Comedy,,Stephen Chow,91,0.0,0,02-04-2004
Shark Tale,160861908,367275019,75000000,1-Oct-04,PG,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Rob Letterman,35,5.9,40019,01-10-2004
